tweets,type,class
الله الله لهلا يحشمنا والله يلاقينا مع اللي ماحسن منا كنشكر القدر اللي لقاني بآطيب خلق الله بروح طيبة والنية الصافية والقلب الآنيق والآخلاق العالية ربي يسعد قلبك ,positive,dialectal
اختي سومية انت اختي اللي مولداتهاش لي الواليدة إذا احتاجيتي شي مساعدة آي حاجة انا انا معاك فآي وقت والله,positive,dialectal
مالقيت منقول شكرا شكرا ليك بزاف والله,positive,dialectal
المهم تبارك الله عليك الحادكة,positive,dialectal
ربي، يحفضك الغالية متشكرينيش معملت والوا تستاهلي، كل خير,positive,dialectal
امممم باين لذيذ، تبارك الله عليكم وخلاص كتقاتلوا مع تمارة والله يعطينا غير شوي صبر منكم لكم مني، كل التحيات والتقدير,positive,dialectal
بغيت من الله كيف ما حرمونا من خير بلادنا الله يحرمهم من صحتهم في، هاذ، العواشر,negative,dialectal
هاذشي كامل غير انتقام لينا لكن حنا خصنا نردو ليهم صرف بالمقاطعة خليه يعوم,negative,dialectal
ربي، يرجعوا لكم بسلامة وتشوفوه كيف تمنيتوا,positive,dialectal
 عمايل ايذيك تبارك الله عليك,positive,dialectal
الرضى الرضى ربي يطول عمرها وتشوفك كيف تمنات يارب,positive,dialectal
والله مرحبا بيك وآلف مرحبا انت ومالين الدار,positive,dialectal
المهم تستاهلوا تحياتي ليكم,positive,dialectal
ربي يكبر بيك آحلى ناس الناضور كلنا إخوة,positive,dialectal
ربي يحفضك تحياتي ,positive,dialectal
بصحة فطوركم,positive,dialectal
اه اوا الله يفرجها على كل مسلم,positive,dialectal
 فيها خير,positive,dialectal
رغم ذلك خلينا نقولو مبرووك,positive,dialectal
ما يجي معاهم غ الزيار,negative,dialectal
 غ يجي واحد النهار غنفرحوا و تتحسن الاوضاع,positive,dialectal
خمم مزيان قبل لا تحط رجلك و تغوص,positive,dialectal
الله يبارك و يرزقك شي رانج روڤر ,positive,dialectal
الله يحد الباس,positive,dialectal
المشكلة ان السوشل ميديا تزيد تشعل و تكبر المشكل و صعيب تطفيه الله يحد البأس,negative,dialectal
و الله احسن له ما يروح للقهوة يتفرج مرتاح فدارو,positive,dialectal
مبرووك لكن لنا عودة و اللي يستحق يفوز نهنؤه,positive,dialectal
غ يؤثر بطريقة أو بأخرى على مردود الوداديين ان شاء الله يعوضو ف الاياب,positive,dialectal
فمدينة تارودانت لقاو جوج خوت ميتين فدارهم الاخ فمرو سنة مصاب بالشلل و الاخت اصغر منو هي اللي مقابلاه الخطير فالأمر ان الوفاة ديالهم دازت عليها أشهر و لكم أن تستغربوا الرسول صل الله عليه وسلم اوصانا بالجار حتى كاد أن يورثه و أوصانا بزيارة المريض و ما له من فضل,negative,dialectal
راحة البال,positive,dialectal
فعلا الناس تما الضيف عندهم شي حاجة مقدسة,positive,dialectal
منطقة زوينة و تستحق الزيارة و خصوصا في فصل الربيع سبق لي و زرتها و ناسها من الطف خلق الله,positive,dialectal
 زوينة عندك هادي ,positive,dialectal
عندك الحق ضربوا تمارة باش يطلعو مستواهم لاش يبقاو هنا يعصبو راسهم,positive,dialectal
اللي وراء هاد المهزلة متمكنين في البلاد و اي خطوة راك عارفة المآل لكن اقول لازم من التضحية للوصول لاي نتيجة اما مسألة واش يتافقو ولا محايدين ضروري هناك ناس اللي غا تضحي با,negative,dialectal
احسنت القول,negative,dialectal
هاد الاختلاف فالرأي عرفت به بزاف دالحوايج المهم اول مرة نتناقش مع شي فتاة فمسألة بحال هكا شاپوووو ,positive,dialectal
فعلا كل حاجة تعطاها حقها تكون جيدة,positive,dialectal
بطريقة مباشرة راني طباااخة ماهرة فهمت عليك تسلم الايادي اللي علموك,positive,dialectal
حالة لا ساس لها و لا رأس,positive,dialectal
خليها على الله هادشي يحزن القلب,negative,dialectal
كلمة ذنب لو اصلا هما يحسو بالذنب ما راح يعملوا هادشي ضمير ميت اختي,negative,dialectal
مرض ما عندو علاج,negative,dialectal
 و الله ماكذبتي,positive,dialectal
 صافي نتي عقبرية على هاد الحساب ,positive,dialectal
صافي غ نتقدمو على هاد الحساب,positive,dialectal
 امين,positive,dialectal
الخير فيما اختاره الله لك تحسس الدين و الخلق اولا و اعلم انني انا و انت في نفس الحالة الله يلاقينا مع من احسن منا,positive,dialectal
الله ياخذ الحق ف اللي كان حيلة و سباب,negative,dialectal
الله يصلح الحال هذا اللي كان وراء هاد التغييرات الله يهديه و صافي,positive,dialectal
خايبة,negative,dialectal
ها اللي صحيح مشكور,positive,dialectal
كان عندي واحد المتابع واضع اسم و كان واضع صورة طفل صغير يضع نظارات سوداء لم الاحظه منذ مدة ان كان غير الاسم و قرأ تغريدتي هذه فليظهر و عليه الامان ,positive,dialectal
مزيان مربوحة ان شاء الله,positive,dialectal
الواحد يحصن راسو مزيان بالاذكار و الله يحفظ كل مسلم من كل مكروه,positive,dialectal
 لهنا و راحة البال,positive,dialectal
الصورة من إحدى المقرارات الدراسية للمستوى الابتدائي للاشارة الكتاب خاص بمادة اللغة الفرنسية باطلاعك على مضمون الكتاب ستعلم لماذا تعليمنا وصل للحضيض قاليك واحد ، جوج ، ثلاثة با مشا لسباتا,negative,dialectal
راني غ ضاحك اصلا هذا اللي عندي و ننساه مرة مرة,positive,dialectal
الله يلاقينا مع ما احسن منا لتطيب العشرة,positive,dialectal
صافي عييت و الله لا طاقة لي عليه,negative,dialectal
تماما أتفق معك,positive,dialectal
امين عذرناهم على وجه ديك البنية اللي بغت تفرح هاد الليلة,positive,dialectal
نمشي ننعس تصبحون على غذ أفضل,positive,dialectal
 بغاو ينشطو ما كاين لاش نحرموهم هاد الطلب و الله ييسر لهم,positive,dialectal
أحب التغريد في تويتر و اكره النفاق و ماجاوره و اشجب الرسائل المعسولة على الخاص و دوك الفعايل المغضوب عليها,negative,dialectal
خاصها غ الطريق تكون مزيانة اما المنطقة فيا سلام,positive,dialectal
اااه مزيان سبق لي زرتها جميلة سبحان الله,positive,dialectal
جميل وش اسم هذا المكان,positive,dialectal
 معك حق الانصاف هو هذا,positive,dialectal
الناس تعظم الكنيسة بزاف و يوكلون امورهم اليها و فحالة ما لقات لهم حلول لمثل هاد الافعال غ يفقدو ثقتهم فيها و هنا يبان دور القساوسة في التستر على الفضائح لكي لا تفضح الكنيسة,negative,dialectal
الحداگا و داكشي ,positive,dialectal
آمين يا رب عيدكم مبارك سعيد تعيدو و تعاودو إن شاء الله,positive,dialectal
آمين تعيدو و تعاودو ان شاء الله,positive,dialectal
يارب ٱمين,positive,dialectal
 بصح نرجعو لعادتنا اللي كنا عليها شحال هادي,positive,dialectal
للاسف,positive,dialectal
 بصح مكان زوين بزاف,positive,dialectal
و انا من الناس اللي تفضل الحوار على اي سبيل آخر ان تمت حل للوصول اليه فهو كذلك غير ذلك الانسحاب سبيل الخلاص دمت طيبة,positive,dialectal
افشل بلدية هي اكادير و انزكان ايت ملول,negative,dialectal
نتفرج فيه ما نفهم تا وزة و تنضحك,positive,dialectal
النفسية محتاجة شي كوخ فهاد المكان الرائع,positive,dialectal
شي حد دار ليها شي حاجة و عممتيها علينا كاملينا التعميم منطق الجهلاء كاينين ناس تغير على ولاد و بنات بلادها ماشي كلشي في سلة وحدة,negative,dialectal
